keywords,comments,years,trans_comments
韓国旅行,板にはさすがに行ってないか,2023,판자에는 과연 가지 않았나
韓国旅行,スタッフ側になりたかったな,2023,스태프 쪽이 되고 싶었어
韓国旅行,結局ヒカキンが一番好き,2023,결국 히카킨이 가장 좋아
韓国旅行,幸せそうな2人を見るとこっちも幸せになる,2023,행복해 보이는 두 사람을 보면 나도 행복해진다.
韓国旅行,5000万なのそれとも500万なのサムネと言っている事違うやん,2023,5천만인지 5억인지 썸네일이라고 말하는 게 다르잖아!
韓国旅行,朝倉未来がカジノで来たホテルと一緒,2023,아사쿠라 미라이가 카지노에서 온 호텔과 함께!
韓国旅行,またこの2人でどこか海外旅行してほしい今度は中東とか,2023,"이 둘이 또 어디 해외여행을 갔으면 좋겠어, 이번에는 중동이라든가"
韓国旅行,僕が1億ウォン追加してあげる,2023,내가 10억 원 추가해줄게
韓国旅行,めちゃくちゃ羨ましい,2023,엄청 부러워요
韓国旅行,韓国か,2023,한국인가
韓国旅行,hikakinさん達が泊まったホテルbtsのメンバーが泊まった所だ凄っ,2023,hikakin님 일행이 묵었던 호텔 bts 멤버들이 묵었던 곳이라니 대단하다!
韓国旅行,ゴリイケてる,2023,고라이크하다
韓国旅行,hikakinまじ優しすぎて泣けるんだが,2023,hikakin 진짜 너무 착해서 울고 싶은데
韓国旅行,僕韓国何十回もいっています本当です,2023,"저 한국 수십 번 다녀왔습니다, 사실입니다."
韓国旅行,めちゃくちゃ最高です次回はnyで旅にして欲しいです次回も楽しみにしてます,2023,정말 최고입니다 다음번에는 뉴욕에서 여행했으면 좋겠어요 다음번에도 기대하겠습니다!
韓国旅行,2人とも大好きです,2023,두 사람 모두 사랑합니다!
韓国旅行,カジノの展開はあり得ないほど神ですね,2023,카지노의 전개는 정말 신이 따로 없네요!
韓国旅行,ヒカキンすごぉーー,2023,ヒカキンすごぉーー
韓国旅行,久しぶりにピグパーティやってくださいできたら,2023,오랜만에 피그파티를 할 수 있다면
韓国旅行,これ見ながらカップラーメン食べてると惨めに感じてくる泣泣泣泣泣泣,2023,이걸 보면서 컵라면을 먹고 있으면 비참한 기분이 들어요 울컥 울컥 울컥 울컥!
韓国旅行,マジでイケメンすぎ,2023,진짜 너무 잘생겼다
韓国旅行,オフレコおもろ笑,2023,오프 더 레코드 웃기다
韓国旅行,hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin,2023,hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin hikakin
韓国旅行,これで整形できるじゃん,2023,이것으로 성형할 수 있잖아!
韓国旅行,見てて自分すげぇにこにこしてる,2023,보고 있으면 나도 모르게 웃음이 터진다.
韓国旅行,hikakinさん少し時間が違ったらキンプリに会えた説,2023,hikakin님 시간이 조금만 달랐다면 금뿔을 만날 수 있었을지도 모른다는 설
韓国旅行,カジノすげぇ,2023,カジノすげぇ
韓国旅行,韓国はスポーツ韓国代表のせいでイメージ悪くなってたけど蓋を開けてみると良さそうなところですね,2023,한국은 스포츠한국 대표로 인해 이미지가 나빠졌지만 뚜껑을 열어보니 좋은 곳인 것 같네요.
韓国旅行,すげえめっちゃ幸せ,2023,엄청 엄청나게 행복하다
韓国旅行,母国の経済を回す為の努力を惜しまない韓プロ,2023,모국 경제를 살리기 위한 노력을 아끼지 않는 한프로들
韓国旅行,ほんと韓国アイドルみたいになっててすごいww,2023,정말 한국 아이돌처럼 되어서 대단하네 ㅋㅋㅋㅋ
韓国旅行,これからヒカキンギャンブル漬けになってくれないかな闇堕ちヒカキン,2023,앞으로 히카킨 도박에 빠져들지 않을까 어둠의 타락 히카킨!
韓国旅行,すごいおもしろかったです,2023,정말 재미있었어요!
韓国旅行,しばらく見てないうちにヒカキンも太ったな,2023,한동안 못 본 사이 히카킨도 살이 쪘구나!
韓国旅行,食べ歩きが楽しそうで幸せそうで気付いたら画面のこっち側でニタニタしながら見てました,2023,먹방이 즐거워 보이고 행복해 보여서 나도 모르게 화면 이쪽을 뚫어져라 쳐다보고 있었어요.
韓国旅行,ヒカキンさん楽しそうですね満喫して羨ましいです,2023,히카킨씨 즐거워 보이네요~ 만끽하는 모습이 부럽습니다.
韓国旅行,この2人の関係推せる,2023,이 두 사람의 관계를 추측할 수 있다
韓国旅行,母国,2023,모국
韓国旅行,僕もこの時東京に来て観てた,2023,나도 이 때 도쿄에 와서 보고 있었다
韓国旅行,hikakinさんkpopアイドル姿バカイケメン,2023,hikakin님 kpop 아이돌 모습 멍청한 잘생김
韓国旅行,不愉快,2023,불쾌
韓国旅行,ちょっと悲しいな,2023,조금 슬프다
韓国旅行,ヒカキンさん本当のアイドルに見えたｽｺﾞｲ,2023,히카킨 씨 진짜 아이돌처럼 보이는 스고이!
韓国旅行,11549 コアルヒーから来た人は,2023,11549 코알히에서 온 사람은
韓国旅行,3秒毎に効果音入れるってのをちゃんと数えてたら本当やった笑,2023,3초마다 효과음을 넣는다는 것을 제대로 세어보니 정말 그랬어요ㅋㅋㅋ
韓国旅行,ヒカキンイケメンすぎ,2023,히카킨이 잘생겼어
韓国旅行,ホテルヤバすぎて笑えてくる笑,2023,호텔이 너무 웃겨서 웃음이 난다 ㅋㅋ
韓国旅行,企画が凄すぎてこういうのテレビでやって欲しいと思ってしまう,2023,기획이 너무 좋아서 이런 걸 TV에서 해줬으면 좋겠다는 생각이 들 정도다.
韓国旅行,良かった,2023,좋았다
韓国旅行,自分の中での韓国の印象が変わった,2023,내 안의 한국에 대한 인상이 바뀌었다
韓国旅行,キン一族シリーズまた見たい,2023,김씨 일가 시리즈 다시 보고 싶다
韓国旅行,いやイケメンすぎやろw,2023,아니 너무 잘생겼잖아 w
韓国旅行,いろんな国に2人で旅行に行く企画を定期的にやってほしい,2023,여러 나라로 둘이서 여행가는 기획을 정기적으로 해줬으면 좋겠다.
韓国旅行,キン一族の力なり,2023,김씨 일족의 힘
韓国旅行,韓国に500万円献金,2023,한국에 5억엔 기부
韓国旅行,朝倉未来がカジノしたホテルやん,2023,아사쿠라 미라이가 카지노 한 호텔이야
韓国旅行,hikakinさんてこんなにイケメンなの死ぬ,2023,hikakin씨는 이렇게 잘생겼으면 죽는다.
韓国旅行,ひかきん,2023,히카킨
韓国旅行,アイドルっていうよりmcに見える笑,2023,아이돌이라기보다는 MC로 보인다 ㅋㅋ
韓国旅行,いやーこのプレゼントは嬉しいな笑,2023,아~ 이 선물은 기쁘다 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
韓国旅行,普通にhikakinさん韓国アイドルにいそうwwwwww,2023,普通にhikakinさん韓国アイドルにいそうwwwwww
韓国旅行,無理してるみたい,2023,무리하는 것 같다
韓国旅行,マリオの3dワールドやってください,2023,마리오의 3D 세계를 해보세요
韓国旅行,ロケットマンがいたような,2023,로켓맨이 있었던 것 같은
韓国旅行,いいなーいいなーヒカキンさまとずっと一緒に旅行なんていいなー ヒカキンさまの食レポだいすき,2023,히카킨 님과 계속 함께 여행할 수 있으면 좋겠네~ 히카킨 님의 식신(食神)레포트를 좋아해요!
韓国旅行,ヒカキンめちゃくちゃかっこいいわ,2023,히카킨은 정말 멋지다!
韓国旅行,btsのグクとテテが泊まってたホテルや脱出おとり島もここのホテルだったし詳しく見れて嬉しいありがとうございます,2023,방탄소년단의 구구와 태티가 묵었던 호텔과 탈출 미끼섬도 이곳의 호텔이었는데 자세히 볼 수 있어서 좋았어요 감사합니다!
韓国旅行,2人仲良くしてるのめっちゃ嬉しい,2023,둘이 사이좋게 지내는 게 정말 기쁘다
韓国旅行,sinisinisinisinisinisinisinitai,2023,sinisinisinisinisinisinisinisinitai
韓国旅行,おいヒカキンかかってこいや,2023,이봐요 히카킨이랑 같이 가자!
韓国旅行,おいヒカキン,2023,안녕 히카킨
韓国旅行,4200から流れてるbgm誰かわかりますか,2023,4200에서 흘러나오는 bgm 누군지 아세요?
韓国旅行,sine,2023,sine
韓国旅行,祖国に帰ったんだなぁそうに決まっている,2023,"조국으로 돌아간 거구나, 당연하다."
韓国旅行,ωbｻｲｺｳﾀﾞｾﾞｪ,2023,ωb사이코우다제(ωbサイコウダゼー)
韓国旅行,わざとデッドボール当てるような国によく行けるな,2023,일부러 데드볼을 맞추는 나라에 어떻게 갈 수 있나?
韓国旅行,約3秒ごと効果音入るの草w,2023,약 3초마다 효과음 들어가는 풀w
韓国旅行,セイキンさんにも韓国メイクしてほしい,2023,세이킨 씨도 한국 메이크업을 해줬으면 좋겠다
韓国旅行,デブキンかわいい,2023,데브킨 귀엽다
韓国旅行,hikakinめっちゃかっこいい,2023,hikakin 정말 멋지다
韓国旅行,次はセイキンとも一緒に旅行に行って欲しい,2023,다음에는 세이킨과 함께 여행을 떠났으면 좋겠다.
韓国旅行,韓国好きだから嬉しい,2023,한국을 좋아해서 기쁘다
韓国旅行,500万円て書けよ小賢しい,2023,500만 원이라고 써야지 소영아
韓国旅行,両方かけてokは草 大河ドラマのやつじゃないそこの寺,2023,"둘 다 괜찮아, 드라마에서나 볼 수 있는 그 절이 아니다."
韓国旅行,hikakinさんが痩せて見える,2023,hikakin 씨가 날씬해 보인다
韓国旅行,関係ないけどゼルダはどうするんですか,2023,상관없지만 젤다는 어떻게 할 건가요?
韓国旅行,鼻ほじトークなんやねん,2023,코흘리개 토크가 뭐야?
韓国旅行,hikakinさんのタレ目具合がバンタンのほそくさんぽい٩ ۶特に1枚目,2023,hikakin님의 눈빛이 붕어빵의 호로산 같네요 ٩ ۶ 특히 1번째 사진
韓国旅行,22102,2023,22102
韓国旅行,500万円はすごいな,2023,500만 원은 대단하네
韓国旅行,ネトウヨがこの企画にキレ散らかしてんのほんま草,2023,네티즌들이 이 기획에 열광하고 있는 건 정말 웃기는 일이다.
韓国旅行,twiceの曲が街のbgmとしてながれててなんか嬉しい,2023,TWICE의 노래가 거리의 BGM으로 흘러나오는 것이 참 반갑다.
韓国旅行,hikakinイケメン笑笑,2023,hikakinイケメン笑笑
韓国旅行,アフレコのとこ好き笑,2023,아프레코를 좋아해요 ㅎㅎㅎ
韓国旅行,韓国やすいから500万もいらんやろ,2023,한국 쉽다고 5억은 필요 없잖아?
韓国旅行,ネックレスがアバンのしるしみたいw,2023,목걸이가 아반의 표식인 것 같네요w
韓国旅行,プールでめちゃくちゃ楽しそうなヒカキンさん見てなんだかとっても嬉しくなった,2023,수영장에서 엄청나게 즐거워 보이는 히카킨 씨를 보니 왠지 모르게 기분이 좋아졌다.
韓国旅行,ヒカキンさんにとって500万円はどのくらいの価値なんだろうか,2023,히카킨 씨에게 500만 엔은 어느 정도의 가치일까?
韓国旅行,ヒカキン韓国のメイクイケメンすぎ焦って声出た笑笑,2023,히카킨 한국 메이크업 너무 잘생겨서 조급한 마음에 소리 질러버렸어요ㅋㅋㅋ
韓国旅行,セイキン俺も連れ言ってくれたっていいのに,2023,세이킨 나도 데려갔으면 좋았을 텐데!
韓国旅行,韓プロ,2023,한프로
韓国旅行,3942 別人みたいだなぁ,2023,3942 다른 사람 같네
韓国旅行,朝倉未来がカジノやってたホテル,2023,아사쿠라 미라이가 카지노를 하던 호텔
韓国旅行,4050,2023,4050
韓国旅行,kーpopアイドルに返信したhikakinめっちゃイケメンでびっくりした,2023,k-pop 아이돌에게 답장을 보낸 hikakin이 너무 잘생겨서 깜짝 놀랐어요!
韓国旅行,ヒカキンさん海外流行よかったね,2023,히카킨 씨 해외 유행 좋았어요
